Recognized ABC Sieve file:
ABC File
Switching to Exponentiating using GMP
(394^3156-1)^2-2 is composite: RES64: [B896C2149CD4BDA0] (22.8378s+0.1954s)
(394^3160-1)^2-2 is composite: RES64: [1248F4042D7CAED2] (24.5314s+0.1002s)
(394^3168-1)^2-2 is composite: RES64: [4C4FF2AEAF08E290] (23.4607s+0.2365s)
(394^3180-1)^2-2 is composite: RES64: [F567FD296762386E] (24.6662s+0.0294s)
(394^3192+1)^2-2 is composite: RES64: [5F56D2F44F11B79F] (23.5402s+0.2749s)
(394^3193-1)^2-2 is composite: RES64: [98E17330AF1E6942] (25.7676s+0.0360s)
(394^3195+1)^2-2 is composite: RES64: [7F132AECC84742CB] (23.8899s+0.1783s)
(394^3201+1)^2-2 is composite: RES64: [14B0EABABEF0FD99] (25.8488s+0.2453s)
(394^3202-1)^2-2 is composite: RES64: [D2EDDCE83FDC00F0] (26.3081s+0.1192s)
(394^3207-1)^2-2 is composite: RES64: [6ABF9BD99035D7DD] (27.2656s+0.1974s)
(394^3225-1)^2-2 is composite: RES64: [B61C0961816635AC] (28.3227s+0.0989s)
(394^3228+1)^2-2 is composite: RES64: [11FFBBE37027FADF] (26.7693s+0.0971s)
(394^3228-1)^2-2 is composite: RES64: [4D6CCC3564EE69A1] (26.8947s+0.1211s)
(394^3231+1)^2-2 is composite: RES64: [9FCE6932204FDCED] (25.0287s+0.0931s)
(394^3233+1)^2-2 is composite: RES64: [CA5477C7F5593A12] (25.3305s+0.1583s)
(394^3237-1)^2-2 is composite: RES64: [7801F7E9DCAAB205] (27.3729s+0.1863s)
(394^3247-1)^2-2 is composite: RES64: [69D70856FBDA6833] (27.3359s+0.0852s)
(394^3250-1)^2-2 is composite: RES64: [41A105FF9FAC38EC] (27.5159s+0.0508s)
(394^3255+1)^2-2 is composite: RES64: [A6754DD5477A8058] (25.9050s+0.1847s)
(394^3258+1)^2-2 is composite: RES64: [EE6C0C7F6027E900] (26.9718s+0.3407s)
(394^3263+1)^2-2 is composite: RES64: [4D0147A3E6E74BE4] (27.1986s+0.1391s)
(394^3264+1)^2-2 is composite: RES64: [3EC21C0BAFDDFD93] (42.5262s+0.2545s)
(394^3265-1)^2-2 is composite: RES64: [0E12047A9483AD58] (44.3269s+0.3760s)
(394^3268-1)^2-2 is composite: RES64: [7B4A5D1D2F179E77] (35.5657s+0.2365s)
(394^3273-1)^2-2 is composite: RES64: [F6B9F6BE97D7E264] (39.7077s+0.1383s)
(394^3282+1)^2-2 is composite: RES64: [D663FE1EDF96D35C] (31.3184s+0.3728s)
(394^3287+1)^2-2 is composite: RES64: [DF9B033A65F96FE7] (28.3455s+0.3758s)
(394^3289-1)^2-2 is composite: RES64: [BE9E63A880F06420] (28.7867s+0.1964s)
(394^3297+1)^2-2 is composite: RES64: [772690637B6F6910] (29.1544s+0.0660s)
(394^3310-1)^2-2 is composite: RES64: [5630E76AA16B76F1] (27.6052s+0.1495s)
(394^3327+1)^2-2 is composite: RES64: [12C7909CF548552C] (33.9759s+0.0769s)
(394^3327-1)^2-2 is composite: RES64: [3DEBE8FB1844215F] (29.5057s+0.2324s)
(394^3330+1)^2-2 is composite: RES64: [8FBD27374D637479] (28.8296s+0.1601s)
(394^3332+1)^2-2 is composite: RES64: [F4ECE6F0D1E602B2] (31.6412s+0.2007s)
(394^3337-1)^2-2 is composite: RES64: [C7FC22FAE531B8D1] (29.0504s+0.1110s)
(394^3343-1)^2-2 is composite: RES64: [31F11B0A393A909B] (27.1842s+0.3106s)
(394^3348+1)^2-2 is composite: RES64: [357D72D5FEF5BDD8] (29.7766s+0.0929s)
(394^3357+1)^2-2 is composite: RES64: [5EDC0F1D72761A61] (27.9414s+0.0963s)
(394^3358-1)^2-2 is composite: RES64: [1C7FD0258BA76856] (28.8086s+0.1573s)
(394^3360+1)^2-2 is composite: RES64: [28DA67397F842EAE] (27.2266s+0.1432s)
(394^3360-1)^2-2 is composite: RES64: [22882DD7C3859CC8] (30.3419s+0.0973s)
(394^3372+1)^2-2 is composite: RES64: [A18E7B7818FD97D2] (28.0491s+0.1983s)
(394^3383+1)^2-2 is composite: RES64: [29D04C3B8C7434FE] (30.0990s+0.3013s)
(394^3393-1)^2-2 is composite: RES64: [8BB348853D094373] (33.0360s+0.2828s)
(394^3409-1)^2-2 is composite: RES64: [1C9FB5B3E8568A89] (49.3720s+0.5162s)
(394^3410+1)^2-2 is composite: RES64: [193713151057C3C5] (30.7658s+0.2435s)
(394^3423+1)^2-2 is composite: RES64: [BB9AC157F0F8C44D] (28.3635s+0.3630s)
(394^3437+1)^2-2 is composite: RES64: [01493D82FFC2159B] (36.5610s+0.5767s)
(394^3438-1)^2-2 is composite: RES64: [9B4C9B6F118D0FC4] (32.4931s+0.1322s)
(394^3440+1)^2-2 is composite: RES64: [FCF452582C4F8567] (32.1165s+0.2359s)
(394^3447-1)^2-2 is composite: RES64: [F0E5542F7ED9270A] (31.0760s+0.1370s)
(394^3450-1)^2-2 is composite: RES64: [1013F860188F24D6] (32.2628s+0.2274s)
(394^3452+1)^2-2 is composite: RES64: [95A916417217BB87] (37.7144s+0.3469s)
(394^3477-1)^2-2 is composite: RES64: [F29360BA5DCBEEC6] (31.7215s+0.4340s)
(394^3487-1)^2-2 is composite: RES64: [65A9FF33566D4F1A] (33.2755s+0.1432s)
(394^3488+1)^2-2 is composite: RES64: [ECF7777D51D04AA7] (30.5713s+0.2607s)
(394^3495+1)^2-2 is composite: RES64: [CCF3B56F6263EA2A] (33.7679s+0.1955s)
(394^3497+1)^2-2 is composite: RES64: [D81EF8BA8A94C13D] (31.5047s+0.1342s)
(394^3498+1)^2-2 is composite: RES64: [1AAE870B47F7E7A1] (33.2744s+0.1675s)
(394^3507-1)^2-2 is composite: RES64: [CEB8758E4A7C2AB7] (35.7052s+0.1293s)
(394^3510-1)^2-2 is composite: RES64: [228D8241EF144F77] (32.4538s+0.1136s)
(394^3518+1)^2-2 is composite: RES64: [CCE5B72DC49A39F6] (31.3433s+0.2597s)
(394^3525-1)^2-2 is composite: RES64: [FF8BB9F1C39AD2D6] (32.6018s+0.7049s)
(394^3528+1)^2-2 is composite: RES64: [6616D484403EB0AC] (32.8236s+0.1180s)
(394^3531+1)^2-2 is composite: RES64: [34913E0B57554605] (32.1092s+0.1412s)
(394^3532-1)^2-2 is composite: RES64: [3C50464F96A33056] (32.7853s+0.2528s)
(394^3533+1)^2-2 is composite: RES64: [C80E82E52E0F146E] (31.4570s+0.2445s)
(394^3542+1)^2-2 is composite: RES64: [7847F4C395A23BFD] (37.6793s+0.0880s)
(394^3543+1)^2-2 is composite: RES64: [B7989A43CC47E1E5] (33.9915s+0.1420s)
(394^3558+1)^2-2 is composite: RES64: [AB6E934A38D878EF] (32.4394s+0.2505s)
(394^3559-1)^2-2 is composite: RES64: [8714C1B0D55D3C7B] (31.9209s+0.2386s)
(394^3576-1)^2-2 is composite: RES64: [8D9D8837CF720500] (32.9196s+0.5554s)
(394^3582+1)^2-2 is composite: RES64: [93D800E18F1E3254] (35.9133s+0.2078s)
(394^3593+1)^2-2 is composite: RES64: [E43B1A1A060FEB72] (32.0798s+0.1828s)
(394^3594+1)^2-2 is composite: RES64: [02F7A1C87BA98221] (34.0827s+0.1373s)
(394^3597+1)^2-2 is composite: RES64: [30206CC25106A76C] (32.0476s+0.1290s)
(394^3598-1)^2-2 is composite: RES64: [C5BCAB2D58A27C8C] (37.2009s+0.4199s)
(394^3600-1)^2-2 is composite: RES64: [0B20135DA465087B] (31.8661s+0.4091s)
(394^3615+1)^2-2 is composite: RES64: [9AF8684A0BD32EF2] (34.3244s+0.3966s)
(394^3620+1)^2-2 is composite: RES64: [20DF48C19ECD4A1D] (34.7995s+0.4881s)
(394^3622-1)^2-2 is composite: RES64: [5C8CBFCD41912165] (33.1671s+0.0303s)
(394^3630-1)^2-2 is composite: RES64: [EAD5CFA475286DF2] (34.4036s+0.4561s)
(394^3645+1)^2-2 is composite: RES64: [BA76BC6A6D166370] (33.2123s+0.1854s)
(394^3650+1)^2-2 is composite: RES64: [2F0640174493E917] (37.3725s+0.1123s)
(394^3660+1)^2-2 is composite: RES64: [4A31B98CE932953D] (33.3217s+0.9474s)
(394^3665+1)^2-2 is composite: RES64: [E5882CE52E2A98DA] (33.8039s+0.8461s)
(394^3669-1)^2-2 is composite: RES64: [8246A6F49309DBFD] (34.3426s+0.1251s)
(394^3670-1)^2-2 is composite: RES64: [F13A239E819E8684] (36.2956s+0.2555s)
(394^3672+1)^2-2 is composite: RES64: [B2B52037A915140E] (33.4719s+0.1333s)
(394^3675+1)^2-2 is composite: RES64: [2F2B36ECB6DFEA38] (33.1568s+0.5324s)
(394^3687-1)^2-2 is composite: RES64: [1B1884D0215F5FB3] (36.4658s+0.1579s)
(394^3695+1)^2-2 is composite: RES64: [1BD6EF140066C90F] (34.7373s+0.2417s)
(394^3697-1)^2-2 is composite: RES64: [B9391CD36D108F21] (32.5199s+0.1544s)
(394^3698+1)^2-2 is composite: RES64: [B80A31E9F87048DB] (35.9357s+0.0938s)
(394^3700-1)^2-2 is composite: RES64: [73EE04668BECEE87] (34.2210s+0.1803s)
(394^3707+1)^2-2 is composite: RES64: [5043DF8C9DF99038] (34.3735s+0.1283s)
(394^3725+1)^2-2 is composite: RES64: [218F373447DAC276] (33.7990s+0.1733s)
(394^3738-1)^2-2 is composite: RES64: [AFFDEA68DEF5FF93] (37.3224s+0.0937s)
(394^3741+1)^2-2 is composite: RES64: [F8DFDDCDA6D10E2A] (37.2267s+0.2753s)
(394^3756-1)^2-2 is composite: RES64: [5995DDCB9E7DF644] (34.9150s+0.3600s)
(394^3760-1)^2-2 is composite: RES64: [CCEF18CD7BBDDC70] (37.7296s+0.0676s)
(394^3762-1)^2-2 is composite: RES64: [B66AC22972B1C672] (38.4554s+0.5242s)
(394^3768+1)^2-2 is composite: RES64: [BAB860F0E162C0BB] (34.9489s+0.2535s)
(394^3770+1)^2-2 is composite: RES64: [AEF69894AE7B343B] (37.0867s+0.0922s)
(394^3778-1)^2-2 is composite: RES64: [766C676012A1306B] (35.0567s+0.1226s)
(394^3780-1)^2-2 is composite: RES64: [DBCA73321AAE4ADE] (36.9839s+0.0928s)
(394^3792+1)^2-2 is composite: RES64: [584A58189268237D] (38.2829s+0.2356s)
(394^3793-1)^2-2 is composite: RES64: [4C59FDC127ADF44F] (35.3727s+0.2055s)
(394^3807+1)^2-2 is composite: RES64: [32F5176AD8946252] (38.9476s+0.1315s)
(394^3813-1)^2-2 is composite: RES64: [B35D625E2B5466F0] (37.3174s+0.1373s)
(394^3815+1)^2-2 is composite: RES64: [3215619036484A51] (37.6512s+0.2435s)
(394^3820-1)^2-2 is composite: RES64: [22097F8025149986] (46.3686s+0.2305s)
(394^3830+1)^2-2 is composite: RES64: [5A9C3ECC28E26291] (43.9470s+0.4649s)
(394^3834+1)^2-2 is composite: RES64: [C6658EFD5D37D7A6] (43.4997s+0.0910s)
(394^3840+1)^2-2 is composite: RES64: [8CE04F0A4F9899D2] (46.9530s+0.2416s)
(394^3843-1)^2-2 is composite: RES64: [0B9CD8402E347BDB] (45.4172s+0.1449s)
(394^3850-1)^2-2 is composite: RES64: [7BCC93456781CD5F] (46.2318s+0.3660s)
(394^3852+1)^2-2 is composite: RES64: [8258AD01DEFEF43F] (45.1922s+0.4241s)
(394^3860+1)^2-2 is composite: RES64: [A82F581BEDD46FED] (45.1643s+0.1392s)
(394^3867+1)^2-2 is composite: RES64: [A9EE87084A72CB05] (45.5411s+0.2525s)
(394^3876-1)^2-2 is composite: RES64: [F8E57105A604582A] (49.3683s+0.1333s)
(394^3882+1)^2-2 is composite: RES64: [0DD28B5A792BFE88] (46.5219s+0.1894s)
(394^3887+1)^2-2 is composite: RES64: [41DFE779D81FF57F] (44.4684s+0.1903s)
(394^3888-1)^2-2 is composite: RES64: [3C0F77F7D605A4D5] (48.6413s+0.3448s)
(394^3900-1)^2-2 is composite: RES64: [73A594032BEE2AA1] (46.1528s+0.2644s)
(394^3906-1)^2-2 is composite: RES64: [3E2E047324FE7316] (46.2261s+0.2697s)
(394^3912-1)^2-2 is composite: RES64: [4CA1905F858DD7F9] (45.1277s+0.4354s)
(394^3918-1)^2-2 is composite: RES64: [39FFCE2CB29D55FA] (46.3116s+0.2165s)
(394^3919-1)^2-2 is composite: RES64: [B417C51131681DC2] (47.5656s+0.2251s)
(394^3921+1)^2-2 is composite: RES64: [B244363C9E210F07] (47.5703s+0.1977s)
(394^3922-1)^2-2 is composite: RES64: [A35E89B8E62045E3] (47.9295s+0.2537s)
(394^3924+1)^2-2 is composite: RES64: [70390E0D75D819ED] (48.4878s+0.2200s)
(394^3927+1)^2-2 is composite: RES64: [F1FFDA1F1BB03F8A] (51.8697s+0.2610s)
(394^3928-1)^2-2 is composite: RES64: [F07E4765BEEFD414] (47.4633s+0.0962s)
(394^3930-1)^2-2 is composite: RES64: [4893B86E653A3860] (47.4684s+0.1392s)
(394^3932+1)^2-2 is composite: RES64: [16B0DF352A9BC06B] (46.7539s+0.2165s)
(394^3935+1)^2-2 is composite: RES64: [17BC9AC4D4998BC9] (46.8618s+0.2089s)
(394^3939-1)^2-2 is composite: RES64: [14BF891FCFF5162F] (49.5750s+0.1362s)
(394^3945+1)^2-2 is composite: RES64: [91F64803E68949DB] (47.5013s+0.2525s)
(394^3948-1)^2-2 is composite: RES64: [6E4E20DA5250F0A3] (46.6211s+0.1363s)
(394^3954+1)^2-2 is composite: RES64: [1945EB147BECFCFA] (45.4364s+0.1281s)
(394^3960+1)^2-2 is composite: RES64: [1793B018047D4139] (46.1367s+0.2962s)
(394^3960-1)^2-2 is composite: RES64: [AB1AC59B81A52D0D] (46.1281s+0.2543s)
(394^3972+1)^2-2 is composite: RES64: [910962FC8EAA573E] (46.4829s+0.1773s)
(394^3973-1)^2-2 is composite: RES64: [C5CA84CA5641C9B1] (49.3840s+0.1111s)
(394^3980+1)^2-2 is composite: RES64: [02B9BEEDF51A3FB4] (47.2087s+0.0948s)
(394^3982-1)^2-2 is composite: RES64: [B30405268EB75FD0] (45.2394s+0.2011s)
(394^3988-1)^2-2 is composite: RES64: [B1770F2A144438BA] (48.2572s+0.1245s)
(394^3995+1)^2-2 is composite: RES64: [1B548BCDD0357D3F] (48.7156s+0.6335s)
(394^4002+1)^2-2 is composite: RES64: [2999A9D4E183FC23] (46.9160s+0.1362s)
(394^4005-1)^2-2 is composite: RES64: [31AFF0655A39689C] (45.8775s+0.1953s)
(394^4009-1)^2-2 is composite: RES64: [A34C23B53DB025AA] (49.8025s+0.1589s)
(394^4017+1)^2-2 is composite: RES64: [5A3418DCB802913C] (48.6265s+0.2856s)
(394^4017-1)^2-2 is composite: RES64: [9A542AE308AF000F] (47.2944s+0.2344s)
(394^4020+1)^2-2 is composite: RES64: [979B5A40E2204987] (50.0538s+0.3336s)
(394^4038+1)^2-2 is composite: RES64: [79329D8A133C4CF5] (50.5215s+0.2516s)
(394^4039-1)^2-2 is composite: RES64: [FEF8CA263B5C62A8] (45.7159s+0.1221s)
(394^4047+1)^2-2 is composite: RES64: [67A5855AEFD76AAD] (49.0646s+0.1590s)
(394^4048-1)^2-2 is composite: RES64: [4C1E2536C776837C] (51.2374s+0.2766s)
(394^4050+1)^2-2 is composite: RES64: [85EED60A81DEB4EC] (47.9608s+0.2805s)
(394^4058+1)^2-2 is composite: RES64: [2A4118D665949FAD] (47.5475s+0.1000s)
(394^4060-1)^2-2 is composite: RES64: [9612E747399EFE44] (47.0940s+0.6040s)
(394^4062-1)^2-2 is composite: RES64: [5A97EA60496541B9] (47.5840s+0.3262s)
(394^4068-1)^2-2 is composite: RES64: [ECF9814F9B00D434] (49.7956s+0.1201s)
(394^4071+1)^2-2 is composite: RES64: [5239A2DC4A3B302C] (46.9057s+0.2304s)
(394^4080+1)^2-2 is composite: RES64: [FAE24B16EA787F08] (49.3929s+0.1223s)
(394^4082+1)^2-2 is composite: RES64: [3AFCBB5DCEE2EEE0] (48.2465s+0.1668s)
(394^4092+1)^2-2 is composite: RES64: [C4DA7BF908D1896E] (49.1668s+0.3447s)
(394^4102-1)^2-2 is composite: RES64: [CB92D577901736CD] (50.3864s+0.2221s)
(394^4108-1)^2-2 is composite: RES64: [018517099158EFE9] (49.7374s+0.1302s)
(394^4130+1)^2-2 is composite: RES64: [E21E8E381DBE8F6F] (49.6200s+0.1582s)
(394^4137-1)^2-2 is composite: RES64: [2FB61A336D46E150] (48.6545s+0.3298s)
(394^4140-1)^2-2 is composite: RES64: [454288051B3D86AF] (48.0145s+0.4093s)
(394^4145+1)^2-2 is composite: RES64: [5B12AA3D3586DBFB] (50.1263s+0.1351s)
(394^4146-1)^2-2 is composite: RES64: [6A596F262D4E80A1] (47.7260s+0.2235s)
(394^4149-1)^2-2 is composite: RES64: [4379D7EDE5438673] (48.2014s+0.2345s)
(394^4152+1)^2-2 is composite: RES64: [E40503DCA6BAE03F] (51.3165s+0.1371s)
(394^4153-1)^2-2 is composite: RES64: [802900E27E33BCC6] (49.7201s+0.3855s)
(394^4155+1)^2-2 is composite: RES64: [6F663B51B29D052C] (48.8360s+0.2161s)
(394^4158-1)^2-2 is composite: RES64: [2C345E50EE6765B8] (50.0473s+0.1129s)
(394^4164+1)^2-2 is composite: RES64: [58644E801D7AADA3] (48.9358s+0.0852s)
(394^4170-1)^2-2 is composite: RES64: [AC40DBA4D613ED0D] (50.3618s+0.1176s)
(394^4180-1)^2-2 is composite: RES64: [F0AC0C1B820598AF] (50.0975s+0.2658s)
(394^4182-1)^2-2 is composite: RES64: [B99BB93A0A819697] (50.2406s+0.2203s)
(394^4191+1)^2-2 is composite: RES64: [F458C059F013A0AF] (48.7417s+0.1313s)
(394^4192-1)^2-2 is composite: RES64: [894252885BE5F4E8] (50.7471s+0.1252s)
(394^4200+1)^2-2 is composite: RES64: [87315BE1A53B4B8C] (50.9228s+0.0726s)
(394^4200-1)^2-2 is composite: RES64: [B48256CE32669648] (50.2939s+0.2245s)
(394^4212+1)^2-2 is composite: RES64: [9D11BC372B4213D7] (50.2553s+0.1021s)
(394^4213-1)^2-2 is composite: RES64: [C7341DC684D3E9EE] (52.0133s+0.2690s)
(394^4218-1)^2-2 is composite: RES64: [706460472FFE8296] (47.4419s+0.1898s)
(394^4221+1)^2-2 is composite: RES64: [09AC59D88C063D59] (54.0662s+0.1793s)
(394^4223+1)^2-2 is composite: RES64: [D7A963275C51A2B2] (50.0302s+0.1319s)
(394^4224+1)^2-2 is composite: RES64: [63491496EFDC6CB4] (50.5845s+0.2084s)
(394^4233-1)^2-2 is composite: RES64: [F51B6196D0F56F64] (51.1744s+0.4365s)
(394^4236-1)^2-2 is composite: RES64: [B605C7D1A8D0C2B8] (49.5971s+0.2599s)
(394^4239-1)^2-2 is composite: RES64: [08B3ABAB5B862E9E] (50.9720s+0.2190s)
(394^4241+1)^2-2 is composite: RES64: [CDE89C3A3383926C] (50.8019s+0.1766s)
(394^4245-1)^2-2 is composite: RES64: [201DBB75907611F4] (50.4179s+0.2358s)
(394^4247+1)^2-2 is composite: RES64: [88BAC6E23046A331] (51.7639s+0.2529s)
(394^4252-1)^2-2 is composite: RES64: [113C2A1DA6615F24] (51.3122s+0.2335s)
(394^4257+1)^2-2 is composite: RES64: [1FDFCD49D7FD6C57] (51.1497s+0.1244s)
(394^4257-1)^2-2 is composite: RES64: [F312B1607BE5CFCB] (53.5907s+0.2504s)
(394^4260-1)^2-2 is composite: RES64: [D83DF3065CF0F9FD] (52.8421s+0.1211s)
(394^4270-1)^2-2 is composite: RES64: [19839DDFB1E0E63E] (49.9650s+0.2365s)
(394^4272-1)^2-2 is composite: RES64: [0E30A541835BF55A] (53.3059s+0.1341s)
(394^4278+1)^2-2 is composite: RES64: [89FA0B2E67063DBC] (52.4425s+0.2143s)
(394^4279-1)^2-2 is composite: RES64: [888CAAD03C1B7979] (50.5147s+0.2436s)
(394^4284+1)^2-2 is composite: RES64: [C37190655165B58C] (51.8112s+0.2321s)
(394^4292+1)^2-2 is composite: RES64: [7894590E74F38A9B] (51.7637s+0.2504s)
(394^4293-1)^2-2 is composite: RES64: [9137023CAA6490C2] (53.7017s+0.1363s)
(394^4295+1)^2-2 is composite: RES64: [7DE9786E379A1543] (52.0626s+0.3259s)
(394^4298+1)^2-2 is composite: RES64: [8FB0094E9EF64ED4] (49.6253s+0.1228s)
(394^4300-1)^2-2 is composite: RES64: [6D29A02E3941FDB8] (51.3377s+0.2434s)
(394^4302+1)^2-2 is composite: RES64: [6ADCE03F0B189EEC] (53.2718s+0.2555s)
(394^4303-1)^2-2 is composite: RES64: [15E21483CB2A3B60] (51.7006s+0.1853s)
(394^4320+1)^2-2 is composite: RES64: [3977761367B661D1] (53.8363s+0.2385s)
(394^4332+1)^2-2 is composite: RES64: [76B6EACCEE0497DE] (52.4928s+0.2314s)
(394^4340+1)^2-2 is composite: RES64: [4C6F58FDE2E68A4E] (52.8859s+0.4981s)
(394^4347+1)^2-2 is composite: RES64: [AC5CD9A9AB38A5C8] (52.3344s+0.1461s)
(394^4353+1)^2-2 is composite: RES64: [85DCD420BDCDA3A2] (49.3072s+0.1792s)
(394^4357-1)^2-2 is composite: RES64: [81FD0F400513F4CB] (53.6176s+0.1252s)
(394^4369-1)^2-2 is composite: RES64: [0B0F92059576312E] (57.4208s+0.2616s)
(394^4380+1)^2-2 is composite: RES64: [BDE8134CDBCBEF0F] (57.1983s+0.2324s)
(394^4383-1)^2-2 is composite: RES64: [7828E1C0C98AED27] (54.6736s+0.3988s)
(394^4391+1)^2-2 is composite: RES64: [6DAEDD7F7104DA95] (57.5250s+0.2464s)
(394^4405-1)^2-2 is composite: RES64: [FF24039BA7B2FA1E] (55.7745s+0.2997s)
(394^4410-1)^2-2 is composite: RES64: [59F278B3B3FA23F4] (57.7780s+0.3704s)
(394^4415+1)^2-2 is composite: RES64: [C6EE6529896B0F13] (56.8082s+0.2456s)
(394^4416-1)^2-2 is composite: RES64: [B5A934C504116726] (55.6199s+0.1152s)
(394^4417-1)^2-2 is composite: RES64: [27B2DCCD43DE66F3] (60.7027s+0.6177s)
(394^4428+1)^2-2 is composite: RES64: [6B2120D143D7B1F4] (54.7833s+0.1249s)
(394^4442+1)^2-2 is composite: RES64: [17AE28A485B4B144] (56.4993s+0.4014s)
(394^4445+1)^2-2 is composite: RES64: [8CE6CA0DF9B2C4A9] (56.5596s+0.1854s)
(394^4449-1)^2-2 is composite: RES64: [867AD9821F6F83AC] (56.8834s+0.1000s)
(394^4457+1)^2-2 is composite: RES64: [85385F615A884187] (58.2930s+0.2906s)
(394^4461+1)^2-2 is composite: RES64: [40C803194767D860] (56.6988s+0.2476s)
(394^4463+1)^2-2 is composite: RES64: [8F591461F9AE4828] (56.1605s+0.1703s)
(394^4464+1)^2-2 is composite: RES64: [9B8C127B0FBBB82D] (57.5984s+0.1683s)
(394^4465-1)^2-2 is composite: RES64: [0A098F1B732C14D0] (57.4381s+0.5950s)
(394^4470-1)^2-2 is composite: RES64: [8230F0EE947A1232] (56.1784s+0.2887s)
(394^4473+1)^2-2 is composite: RES64: [23D528613CF8ED91] (58.7660s+0.3643s)
(394^4473-1)^2-2 is composite: RES64: [B90B4DDCB57F3494] (58.0484s+0.1451s)
(394^4482+1)^2-2 is composite: RES64: [C5D09C80E02FB4A3] (56.5008s+0.2305s)
(394^4483-1)^2-2 is composite: RES64: [3134B523CECAC566] (59.4633s+0.2691s)
(394^4503-1)^2-2 is composite: RES64: [1689BB34D14F1A3B] (58.4086s+0.1249s)
(394^4508+1)^2-2 is composite: RES64: [B6585C3FC112E364] (59.6410s+0.3468s)
(394^4512+1)^2-2 is composite: RES64: [5E3873B112987344] (85.0760s+0.1368s)
(394^4532+1)^2-2 is composite: RES64: [141A829E0ABB94CC] (135.0005s+0.1182s)
(394^4541+1)^2-2 is composite: RES64: [11A2AB88A59AB741] (99.8754s+0.0160s)
(394^4550+1)^2-2 is composite: RES64: [4A35042FE425A079] (57.7910s+0.1923s)
(394^4551+1)^2-2 is composite: RES64: [1B44D908DDF88EDA] (63.7487s+0.0802s)
(394^4553+1)^2-2 is composite: RES64: [8BACD656C9FC5C3F] (58.5852s+0.4584s)
(394^4562+1)^2-2 is composite: RES64: [8C32036610CFB376] (57.5879s+0.0826s)
(394^4566-1)^2-2 is composite: RES64: [0EDCC8F7B70F07BA] (58.7854s+0.1111s)
(394^4571+1)^2-2 is composite: RES64: [D4E8AD9ECD0960E6] (54.5890s+0.1835s)
(394^4572+1)^2-2 is composite: RES64: [3880BD02A259556B] (55.2262s+0.3054s)
(394^4575+1)^2-2 is composite: RES64: [8569FF2BF46CB3F4] (60.7250s+0.1424s)
(394^4578+1)^2-2 is composite: RES64: [2C8E87B7634EDCF1] (59.0038s+0.3400s)
(394^4579-1)^2-2 is composite: RES64: [0E0541F2A10C51E4] (58.8100s+0.1111s)
(394^4583+1)^2-2 is composite: RES64: [21F1676581DB2827] (55.9419s+0.1216s)
(394^4592+1)^2-2 is composite: RES64: [3B860DB63A55044E] (59.9333s+0.2164s)
(394^4596-1)^2-2 is composite: RES64: [ED4472271158DCE2] (57.1875s+0.3429s)
(394^4598+1)^2-2 is composite: RES64: [5BA7438C6845B34A] (59.3369s+0.4011s)
(394^4608-1)^2-2 is composite: RES64: [2CCFA48BF6800E78] (59.8920s+0.3763s)
(394^4615-1)^2-2 is composite: RES64: [E54D6D5FB2983CA1] (59.3800s+0.3340s)
(394^4618-1)^2-2 is composite: RES64: [EE3BAB65B8144BAA] (59.9886s+0.1203s)
(394^4620+1)^2-2 is composite: RES64: [A6045FB5562C89E6] (57.6511s+0.1175s)
(394^4623-1)^2-2 is composite: RES64: [E5788DC3B1EF94C6] (58.6237s+0.1551s)
(394^4631+1)^2-2 is composite: RES64: [C60620FB13157EBD] (58.3247s+0.1818s)
(394^4641+1)^2-2 is composite: RES64: [6204BAC2109E5403] (59.1721s+0.2550s)
(394^4659-1)^2-2 is composite: RES64: [1025E11014A9B6EB] (59.8278s+0.2318s)
(394^4663-1)^2-2 is composite: RES64: [A799972499CA1D2F] (59.9106s+0.2002s)
(394^4677-1)^2-2 is composite: RES64: [30739A7421E5CC6E] (58.0946s+0.1201s)
(394^4683+1)^2-2 is composite: RES64: [CAC59A2CE38B5C3A] (60.1083s+0.1186s)
(394^4692-1)^2-2 is composite: RES64: [E318B309DED0305C] (58.0228s+0.1874s)
(394^4693-1)^2-2 is composite: RES64: [8B9F0F50D46BD7DB] (57.3144s+0.1635s)
(394^4704+1)^2-2 is composite: RES64: [1680DA9FB14746CD] (69.2006s+0.2146s)
(394^4707-1)^2-2 is composite: RES64: [7DDF20E5314037AA] (67.0883s+0.7011s)
(394^4712+1)^2-2 is composite: RES64: [B2B49D90B62E909F] (58.5998s+0.4445s)
(394^4719-1)^2-2 is composite: RES64: [A7497C88DE12854A] (59.3037s+0.1439s)
(394^4728-1)^2-2 is composite: RES64: [62F791CD75B2C703] (59.3087s+0.5278s)
(394^4729-1)^2-2 is composite: RES64: [75FF0C75E84A1187] (57.5547s+0.2216s)
(394^4730+1)^2-2 is composite: RES64: [773FAC653BE272FD] (60.2415s+0.2389s)
(394^4734+1)^2-2 is composite: RES64: [684AA8D02662981E] (66.2080s+0.1141s)
(394^4740+1)^2-2 is composite: RES64: [2C73C6397326614F] (60.6760s+0.1162s)
(394^4748+1)^2-2 is composite: RES64: [88EF42DB5F75323E] (57.4159s+0.1151s)
(394^4752-1)^2-2 is composite: RES64: [924CCE9500369230] (60.8079s+0.2090s)
(394^4758+1)^2-2 is composite: RES64: [1525C2CDE51532C2] (56.7763s+0.3630s)
(394^4762-1)^2-2 is composite: RES64: [17F73C2B775BD03A] (60.2435s+0.2667s)
